COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Saudi Arabia,0,Did Not seek Friends,1,No Belief,4,37,Female,Secondary,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,3,41,Male,Secondary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,25,Female,Tertiary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,1,Sought Friends,1,No Belief,1,32,Male,Secondary,Very Difficult to get By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Did Not seek Friends,0,No Belief,1,29,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,24,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,18,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,35,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,37,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,18,Male,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,2,37,Male,Tertiary,Getting By,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,6,27,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,28,Male,Secondary,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,20,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,70,Male,Tertiary,Very Difficult to get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,40,Male,Elementary or less,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,32,Male,Secondary,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,41,Male,Elementary or less,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,No Belief,3,25,Female,Secondary,Difficult to Get By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,36,Female,Tertiary,Living Comfortably,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,3,25,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,35,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,19,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,30,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,3,26,Male,Secondary,Living Comfortably,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,24,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,25,Female,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,No Belief,5,21,Male,Tertiary,Living Comfortably,High Income,"Employed Part Time,not content",Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,40,Female,Tertiary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,6,31,Female,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,32,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,6,28,Female,Elementary or less,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Sought Friends,0,No Belief,4,24,Female,Secondary,Difficult to Get By,High Income,Unemployed,Sought Therapy
Saudi Arabia,0,Sought Friends,0,No Belief,6,29,Female,Tertiary,Very Difficult to get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,29,Female,Tertiary,Very Difficult to get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,2,27,Male,Tertiary,Getting By,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,35,Female,Tertiary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,2,26,Male,Tertiary,Living Comfortably,High Income,Self Employed,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,3,22,Male,Secondary,Living Comfortably,High Income,"Employed Part Time, Content",Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,41,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,4,24,Male,Secondary,Getting By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,29,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,36,Male,Tertiary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,37,Female,Elementary or less,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,37,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,30,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,6,29,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,4,30,Female,Secondary,Very Difficult to get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,4,19,Male,Secondary,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,26,Female,Tertiary,Getting By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,25,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,32,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,6,17,Male,Secondary,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,40,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,32,Female,Tertiary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Did Not seek Friends,1,Belief,1,45,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,40,Female,Tertiary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,No Belief,6,32,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,43,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,23,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,30,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,40,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,24,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,28,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,33,Male,Secondary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,0,No Belief,4,28,Male,Tertiary,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,4,26,Female,Elementary or less,Getting By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,3,23,Male,Tertiary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,35,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,27,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,21,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,4,24,Male,Secondary,Living Comfortably,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,23,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,0,No Belief,6,24,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,27,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,55,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,50,Female,Secondary,Very Difficult to get By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,No Belief,3,21,Female,Tertiary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,5,23,Female,Secondary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,24,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,6,25,Male,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,70,Male,Elementary or less,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Did Not seek Friends,0,Belief,1,39,Male,Secondary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,23,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,32,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,33,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,2,27,Male,Tertiary,Living Comfortably,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,30,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,2,37,Female,Secondary,Getting By,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,5,23,Male,Secondary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,4,32,Male,Elementary or less,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,4,25,Female,Secondary,Living Comfortably,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,23,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,3,25,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,6,39,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,4,19,Male,Secondary,Getting By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,No Belief,1,20,Female,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,33,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,34,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,5,32,Female,Secondary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,35,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,47,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,31,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,29,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,23,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,28,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,4,20,Female,Secondary,Living Comfortably,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,18,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,25,Male,Tertiary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,35,Male,Tertiary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,27,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,38,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,45,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,29,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,31,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,47,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,26,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,6,27,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,6,20,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,33,Male,Elementary or less,Very Difficult to get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,5,23,Male,Tertiary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,1,27,Male,Tertiary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,34,Female,Elementary or less,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,1,Sought Friends,1,No Belief,6,35,Female,Tertiary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Saudi Arabia,1,Sought Friends,1,Belief,6,34,Male,Secondary,Getting By,High Income,Out of Workforce,Sought Therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,6,35,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,32,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,3,33,Male,Secondary,Very Difficult to get By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,25,Male,Elementary or less,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,19,Male,Secondary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,1,Did Not seek Friends,1,Belief,1,29,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,33,Male,Secondary,Difficult to Get By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,5,29,Female,Secondary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,28,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,29,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,2,21,Male,Secondary,Difficult to Get By,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,41,Male,Secondary,Very Difficult to get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,31,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,21,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,2,29,Male,Secondary,Living Comfortably,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,26,Female,Tertiary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,26,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,4,35,Female,Tertiary,Getting By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,6,37,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,29,Female,Tertiary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,22,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,17,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,No Belief,1,26,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,25,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,3,30,Female,Tertiary,Very Difficult to get By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,23,Female,Elementary or less,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,22,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Did Not seek Friends,1,Belief,6,33,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Sought Therapy
Saudi Arabia,1,Did Not seek Friends,1,No Belief,5,24,Female,Secondary,Very Difficult to get By,High Income,"Employed Part Time,not content",Sought Therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,27,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,34,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,28,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Did Not seek Friends,1,Belief,5,22,Male,Secondary,Getting By,High Income,"Employed Part Time,not content",Sought Therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,5,20,Male,Secondary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,29,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,3,24,Male,Tertiary,Living Comfortably,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,1,28,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,2,28,Male,Tertiary,Living Comfortably,High Income,Self Employed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,40,Male,Secondary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,38,Female,Secondary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,18,Female,Elementary or less,Very Difficult to get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,40,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,26,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,5,23,Male,Secondary,Difficult to Get By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,20,Female,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,6,30,Male,Secondary,Living Comfortably,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,28,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,6,18,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,6,18,Female,Secondary,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,6,45,Female,Tertiary,Difficult to Get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,23,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,39,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,32,Male,Secondary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,25,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,1,24,Male,Tertiary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,35,Female,Secondary,Very Difficult to get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,1,27,Male,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Sought Friends,0,No Belief,1,35,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,23,Male,Elementary or less,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,4,26,Female,Secondary,Living Comfortably,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,5,18,Female,Secondary,Very Difficult to get By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,1,28,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,31,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,Belief,5,22,Male,Secondary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,5,40,Female,Tertiary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,1,29,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,1,Sought Friends,1,Belief,1,45,Female,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Sought Therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,24,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,32,Male,Secondary,Difficult to Get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,5,30,Male,Secondary,Living Comfortably,High Income,"Employed Part Time,not content",Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,1,27,Male,Secondary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,1,No Belief,6,25,Male,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,3,22,Female,Secondary,Getting By,High Income,"Employed Part Time, Content",Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,35,Male,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Did Not seek Friends,0,Belief,6,17,Female,Secondary,Very Difficult to get By,High Income,Out of Workforce,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,29,Female,Secondary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,32,Male,Tertiary,Living Comfortably,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,28,Female,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,Belief,1,29,Male,Tertiary,Very Difficult to get By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,1,25,Male,Tertiary,Getting By,High Income,Fully Employed by employer,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,4,29,Male,Tertiary,Difficult to Get By,High Income,Unemployed,Did not seek therapy
Saudi Arabia,0,Sought Friends,1,No Belief,5,25,Female,Tertiary,Getting By,High Income,"Employed Part Time,not content",Did not seek therapy
